,Unnamed: 0,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Tên xe,Giá xe,Nhãn hiệu,Mẫu xe,Nhiên liệu,Dung tích
1302,1685,2008,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.3 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Ford Escape XLS 2.3L 4x2 AT ,189000000,Ford,Escape XLS 2.3L 4x2 AT ,Xăng,2.3
1303,1686,2005,Xe đã dùng,123980,Nhập khẩu,Sedan,Số tự động,Xăng 6.0 L,Ghi,Ghi,5,4,RFD - Dẫn động cầu sau,Bentley Flying Spur 6.0 V8 ,900000000,Bentley,Flying Spur 6.0 V8 ,Xăng,6.0
1304,1687,2012,Xe đã dùng,136000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.2 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Chevrolet Spark LS 1.2 MT ,132000000,Chevrolet,Spark LS 1.2 MT ,Xăng,1.2
1305,1689,2021,Xe đã dùng,19000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Nissan Navara VL 2.5 AT 2WD ,605000000,Nissan,Navara VL 2.5 AT 2WD ,Dầu,2.5
1306,1691,2015,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.7 L,Màu khác,Màu khác,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.7V 4x2 AT ,475000000,Toyota,Fortuner 2.7V 4x2 AT ,Xăng,2.7
1307,1692,2023,Xe đã dùng,2500,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios G 1.5 CVT ,512000000,Toyota,Vios G 1.5 CVT ,Xăng,1.5
1308,1694,2008,Xe đã dùng,116000,Nhập khẩu,Sedan,Số tự động,Xăng 2.4 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry LE 2.4 ,359000000,Toyota,Camry LE 2.4 ,Xăng,2.4
1309,1695,2019,Xe đã dùng,46000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.5 L,Ghi,Ghi,5,4,RFD - Dẫn động cầu sau,Chevrolet Colorado LT 2.5L 4x2 AT ,439000000,Chevrolet,Colorado LT 2.5L 4x2 AT ,Dầu,2.5
1310,1696,2019,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.7 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.7V 4x2 AT TRD ,830000000,Toyota,Fortuner 2.7V 4x2 AT TRD ,Xăng,2.7
1311,1697,2022,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Hybrid 1.8 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Toyota Corolla Cross 1.8HV ,860000000,Toyota,Corolla Cross 1.8HV ,Hybrid,1.8
1312,1698,2021,Xe đã dùng,21000,Nhập khẩu,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Honda Civic G 1.5 AT ,680000000,Honda,Civic G 1.5 AT ,Xăng,1.5
1313,1699,2019,Xe đã dùng,49000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 AMG ,1590000000,Mercedes,Benz E class E300 AMG ,Xăng,2.0
1314,1700,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 6 Premium 2.0 AT ,680000000,Mazda,6 Premium 2.0 AT ,Xăng,2.0
1315,1701,2018,Xe đã dùng,76,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.5 AT 2WD ,659000000,Mazda,CX5 2.5 AT 2WD ,Xăng,2.5
1316,1703,2019,Xe đã dùng,26000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 AMG ,1590000000,Mercedes,Benz E class E300 AMG ,Xăng,2.0
1317,1704,2021,Xe đã dùng,21000,Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Toyota Corolla Cross 1.8V ,775000000,Toyota,Corolla Cross 1.8V ,Xăng,1.8
1318,1708,2020,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Ford Everest Titanium 2.0L 4x2 AT ,888000000,Ford,Everest Titanium 2.0L 4x2 AT ,Dầu,2.0
1319,1709,2020,Xe đã dùng,13000,Nhập khẩu,Sedan,Số tự động,Xăng 1.2 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mitsubishi Attrage 1.2 CVT ,350000000,Mitsubishi,Attrage 1.2 CVT ,Xăng,1.2
1320,1710,2019,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Elantra 1.6 MT ,415000000,Hyundai,Elantra 1.6 MT ,Xăng,1.6
1321,1713,2020,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C180 ,925000000,Mercedes,Benz C class C180 ,Xăng,1.5
1322,1715,2019,Xe đã dùng,82000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,VinFast Lux SA 2.0 2.0 AT ,628000000,VinFast,Lux SA 2.0 2.0 AT ,Xăng,2.0
1323,1716,2022,Xe đã dùng,14000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Ghi,Ghi,5,4,FWD - Dẫn động cầu trước,Kia K3 Luxury 1.6 AT ,570000000,Kia,K3 Luxury 1.6 AT ,Xăng,1.6
1324,1717,2018,Xe đã dùng,22000,Nhập khẩu,Hatchback,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mini Cooper S 5Dr ,1299000000,Mini,Cooper S 5Dr ,Xăng,2.0
1325,1718,2012,Xe đã dùng,160000,Nhập khẩu,Van/Minivan,Số tay,Dầu 2.5 L,Kem,Kem,9,5,RFD - Dẫn động cầu sau,Hyundai Starex 2.5 MT ,430000000,Hyundai,Starex 2.5 MT ,Dầu,2.5
1326,1719,2017,Xe đã dùng,70000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda 3 1.5 AT ,455000000,Mazda,3 1.5 AT ,Xăng,1.5
1327,1720,2022,Xe đã dùng,17000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios G 1.5 CVT ,535000000,Toyota,Vios G 1.5 CVT ,Xăng,1.5
1328,1721,2010,Xe đã dùng,71000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.8 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford Focus 1.8 AT ,228000000,Ford,Focus 1.8 AT ,Xăng,1.8
1329,1723,2021,Xe đã dùng,37000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C180 AMG ,1098000000,Mercedes,Benz C class C180 AMG ,Xăng,1.5
1330,1724,2019,Xe đã dùng,88478,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0 Venturer ,645000000,Toyota,Innova 2.0 Venturer ,Xăng,2.0
1331,1725,2019,Xe đã dùng,46000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 AMG ,1560000000,Mercedes,Benz E class E300 AMG ,Xăng,2.0
1332,1726,2017,Xe đã dùng,97000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 6 2.5L Premium ,402000000,Mazda,6 2.5L Premium ,Xăng,2.5
1333,1727,2021,Xe đã dùng,39000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C180 AMG ,1088000000,Mercedes,Benz C class C180 AMG ,Xăng,1.5
1334,1728,2017,Xe đã dùng,67000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5 AT ,450000000,Mazda,3 1.5 AT ,Xăng,1.5
1335,1730,2017,Xe đã dùng,89000,Nhập khẩu,SUV,Số tự động,Xăng 1.4 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Suzuki Ertiga 1.4 AT ,316000000,Suzuki,Ertiga 1.4 AT ,Xăng,1.4
1336,1731,2017,Xe đã dùng,24000,Nhập khẩu,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,BMW X2 sDrive20i M Sport X ,1050000000,BMW,X2 sDrive20i M Sport X ,Xăng,2.0
1337,1732,2019,Xe đã dùng,30000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Kia Morning Deluxe ,285000000,Kia,Morning Deluxe ,Xăng,1.25
1338,1733,2018,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Hyundai Elantra 2.0 AT ,446000000,Hyundai,Elantra 2.0 AT ,Xăng,2.0
1339,1734,2019,Xe đã dùng,39999,Nhập khẩu,SUV,Số tay,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Mitsubishi Pajero Sport 2.4D 4x2 MT ,659000000,Mitsubishi,Pajero Sport 2.4D 4x2 MT ,Dầu,2.4
1340,1735,2009,Xe đã dùng,120000,Nhập khẩu,Crossover,Số tự động,Dầu 2.0 L,Ghi,Ghi,5,5,4WD - Dẫn động 4 bánh,Hyundai Tucson 2.0 AT CRDi 4WD ,245000000,Hyundai,Tucson 2.0 AT CRDi 4WD ,Dầu,2.0
1341,1737,2022,Xe đã dùng,15000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 200 4Matic ,1780000000,Mercedes,Benz GLC 200 4Matic ,Xăng,2.0
1342,1738,2018,Xe đã dùng,86000,Nhập khẩu,SUV,Số tự động,Dầu 2.4 L,Ghi,Ghi,7,5,RFD - Dẫn động cầu sau,Mitsubishi Pajero Sport 2.4D 4x2 AT ,765000000,Mitsubishi,Pajero Sport 2.4D 4x2 AT ,Dầu,2.4
1343,1739,2016,Xe đã dùng,60000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 250 4Matic ,865000000,Mercedes,Benz GLC 250 4Matic ,Xăng,2.0
1344,1740,2021,Xe đã dùng,25000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Avantgarde Plus ,1499000000,Mercedes,Benz C class C200 Avantgarde Plus ,Xăng,1.5
1345,1741,2022,Xe đã dùng,52000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Ford Ranger XLT 2.0L 4x4 AT ,700000000,Ford,Ranger XLT 2.0L 4x4 AT ,Dầu,2.0
1346,1742,2022,Xe đã dùng,38000,Nhập khẩu,SUV,Số tự động,Xăng 2.3 L,Đen,Đen,7,5,AWD - 4 bánh toàn thời gian,Ford Explorer Limited 2.3L EcoBoost ,1890000000,Ford,Explorer Limited 2.3L EcoBoost ,Xăng,2.3
1347,1743,2020,Xe đã dùng,30000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.2 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Suzuki Swift GLX 1.2 AT ,440000000,Suzuki,Swift GLX 1.2 AT ,Xăng,1.2
1348,1744,2009,Xe đã dùng,160000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu 3.0 L,Xám,Xám,5,4,RFD - Dẫn động cầu sau,Isuzu Dmax LS 3.0 4x2 AT ,205000000,Isuzu,Dmax LS 3.0 4x2 AT ,Dầu,3.0
1349,1745,2021,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.2 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Peugeot 2008 GT Line 1.2 AT ,668000000,Peugeot,2008 GT Line 1.2 AT ,Xăng,1.2
1350,1746,2019,Xe đã dùng,0,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,545000000,Toyota,Innova 2.0E ,Xăng,2.0
1351,1747,2018,Xe đã dùng,31000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 2 1.5 AT ,399000000,Mazda,2 1.5 AT ,Xăng,1.5
1352,1748,2020,Xe đã dùng,44800,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,1388000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
1353,1749,2012,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.8 L,Cam,Cam,7,5,FWD - Dẫn động cầu trước,Chevrolet Orlando LTZ 1.8 AT ,275000000,Chevrolet,Orlando LTZ 1.8 AT ,Xăng,1.8
1354,1750,2020,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,455000000,Toyota,Vios 1.5G ,Xăng,1.5
1355,1751,2008,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng 4.7 L,Xám,Xám,7,5,AWD - 4 bánh toàn thời gian,Lexus GX 470 ,970000000,Lexus,GX 470 ,Xăng,4.7
1356,1753,2022,Xe đã dùng,46000,Nhập khẩu,SUV,Số tay,Xăng 1.5 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Avanza Premio 1.5 MT ,489000000,Toyota,Avanza Premio 1.5 MT ,Xăng,1.5
1357,1755,2007,Xe đã dùng,0,Nhập khẩu,Crossover,Số tay,Dầu 2.7 L,Xám,Xám,5,5,RFD - Dẫn động cầu sau,Ssangyong Stavic 2.7 MT ,195000000,Ssangyong,Stavic 2.7 MT ,Dầu,2.7
1358,1756,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 300 4Matic ,955000000,Mercedes,Benz GLC 300 4Matic ,Xăng,2.0
1359,1758,2022,Xe đã dùng,19000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander Premium 1.5 AT ,598000000,Mitsubishi,Xpander Premium 1.5 AT ,Xăng,1.5
1360,1759,2010,Xe đã dùng,100000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.8 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford Focus 1.8 AT ,215000000,Ford,Focus 1.8 AT ,Xăng,1.8
1361,1760,2022,Xe đã dùng,18000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,FWD - Dẫn động cầu trước,Kia Carnival Signature 2.2D ,1320000000,Kia,Carnival Signature 2.2D ,Dầu,2.2
1362,1764,2019,Xe đã dùng,60112,Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.7V 4x2 AT ,798000000,Toyota,Fortuner 2.7V 4x2 AT ,Xăng,2.7
1363,1766,2016,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Morning Si AT ,279000000,Kia,Morning Si AT ,Xăng,1.25
1364,1767,2021,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Mitsubishi Pajero Sport 2.4D 4x2 AT ,875000000,Mitsubishi,Pajero Sport 2.4D 4x2 AT ,Dầu,2.4
1365,1769,2019,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.5Q ,920000000,Toyota,Camry 2.5Q ,Xăng,2.5
1366,1770,2016,Xe đã dùng,120000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Rondo GATH ,445000000,Kia,Rondo GATH ,Xăng,2.0
1367,1771,2020,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Honda CRV L ,840000000,Honda,CRV L ,Xăng,1.5
1368,1772,2017,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tay,Dầu 2.5 L,Kem,Kem,9,5,RFD - Dẫn động cầu sau,Hyundai Grand Starex 2.5 MT ,635000000,Hyundai,Grand Starex 2.5 MT ,Dầu,2.5
1369,1773,2010,Xe đã dùng,89000,Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Kem,Kem,7,5,AWD - 4 bánh toàn thời gian,Lexus LX 570 ,1750000000,Lexus,LX 570 ,Xăng,5.7
1370,1778,2018,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 ,988000000,Mercedes,Benz E class E200 ,Xăng,2.0
1371,1779,2017,Xe đã dùng,42000,Nhập khẩu,Crossover,Số tự động,Xăng 1.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai i20 Active 1.4 AT ,415000000,Hyundai,i20 Active 1.4 AT ,Xăng,1.4
1372,1780,2021,Xe đã dùng,50000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.4 L,Nhiều màu,Nhiều màu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 AT Legender ,1065000000,Toyota,Fortuner 2.4G 4x2 AT Legender ,Dầu,2.4
1373,1781,2022,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.5L HTRAC ,1155000000,Hyundai,SantaFe Cao cấp 2.5L HTRAC ,Xăng,2.5
1374,1782,2022,Xe đã dùng,30000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Peugeot 3008 GT ,960000000,Peugeot,3008 GT ,Xăng,1.6
1375,1783,2019,Xe đã dùng,41000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Kia Cerato 2.0 AT Premium ,515000000,Kia,Cerato 2.0 AT Premium ,Xăng,2.0
1376,1784,2023,Xe đã dùng,900,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Peugeot 408 GT 1.6 AT ,1270000000,Peugeot,408 GT 1.6 AT ,Xăng,1.6
1377,1785,2019,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5E MT ,348000000,Toyota,Vios 1.5E MT ,Xăng,1.5
1378,1787,2020,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Luxury ,930000000,Kia,Sedona 2.2 DAT Luxury ,Dầu,2.2
1379,1788,2020,Xe đã dùng,61000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Luxury ,950000000,Kia,Sedona 2.2 DAT Luxury ,Dầu,2.2
1380,1789,2019,Xe đã dùng,39000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Kona 2.0 AT ,485000000,Hyundai,Kona 2.0 AT ,Xăng,2.0
1381,1791,2021,Xe đã dùng,55000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 1.9 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Isuzu Dmax LS 1.9L 4x2 AT ,560000000,Isuzu,Dmax LS 1.9L 4x2 AT ,Dầu,1.9
1382,1793,2009,Xe đã dùng,91000,Nhập khẩu,Crossover,Số tay,Xăng 2.0 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Hyundai Tucson 2.0 MT ,195000000,Hyundai,Tucson 2.0 MT ,Xăng,2.0
1383,1794,2016,Xe đã dùng,90000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,340000000,Toyota,Vios 1.5G ,Xăng,1.5
1384,1796,2015,Xe đã dùng,100000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Kia Morning MT ,175000000,Kia,Morning MT ,Xăng,1.25
1385,1798,2015,Xe đã dùng,150000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 3.2 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Mazda BT50 3.2L 4x4 AT ,395000000,Mazda,BT50 3.2L 4x4 AT ,Dầu,3.2
1386,1799,2010,Xe đã dùng,10000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 2.0V ,348000000,Toyota,Corolla altis 2.0V ,Xăng,2.0
1387,1800,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 AT ,439000000,Hyundai,Accent 1.4 AT ,Xăng,1.4
1388,1801,2019,Xe đã dùng,47000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.4 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Mitsubishi Triton 4x4 AT Mivec ,658000000,Mitsubishi,Triton 4x4 AT Mivec ,Dầu,2.4
1389,1802,2021,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 Premium 2.0 AT ,785000000,Mazda,CX5 Premium 2.0 AT ,Xăng,2.0
1390,1803,2021,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 2.0L Signature Premium ,625000000,Mazda,3 2.0L Signature Premium ,Xăng,2.0
1391,1804,2021,Xe đã dùng,10000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 MT ,465000000,Kia,Cerato 1.6 MT ,Xăng,1.6
1392,1808,2019,Xe đã dùng,73000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,526000000,Toyota,Innova 2.0E ,Xăng,2.0
1393,1809,2019,Xe đã dùng,43000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C180 ,839000000,Mercedes,Benz C class C180 ,Xăng,1.5
1394,1810,2021,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Nâu,Nâu,7,5,FWD - Dẫn động cầu trước,Suzuki XL7 1.5 AT ,489000000,Suzuki,XL7 1.5 AT ,Xăng,1.5
1395,1812,2016,Xe đã dùng,73000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Kia Morning Si AT ,269000000,Kia,Morning Si AT ,Xăng,1.25
1396,1813,2022,Xe đã dùng,44000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Peugeot 3008 GT ,899000000,Peugeot,3008 GT ,Xăng,1.6
1397,1814,2021,Xe đã dùng,40000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.5 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Toyota Yaris G 1.5 AT ,575000000,Toyota,Yaris G 1.5 AT ,Xăng,1.5
1398,1815,2022,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Nhiều màu,Nhiều màu,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross 1.5 CVT ,625000000,Toyota,Veloz Cross 1.5 CVT ,Xăng,1.5
1399,1816,2016,Xe đã dùng,100000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Ford Fiesta Titanium 1.5 AT ,300000000,Ford,Fiesta Titanium 1.5 AT ,Xăng,1.5
1400,1817,2013,Xe đã dùng,156000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu 2.5 L,Kem,Kem,5,5,4WD - Dẫn động 4 bánh,Mitsubishi Triton GLS 4x4 MT ,280000000,Mitsubishi,Triton GLS 4x4 MT ,Dầu,2.5
1401,1818,2015,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,720000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
1402,1819,2021,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios E 1.5 MT ,408000000,Toyota,Vios E 1.5 MT ,Xăng,1.5
1403,1820,2022,Xe đã dùng,16000,Nhập khẩu,Sedan,Số tự động,Xăng 1.8 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 1.8V ,710000000,Toyota,Corolla altis 1.8V ,Xăng,1.8
1404,1821,2018,Xe đã dùng,99000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.0E ,670000000,Toyota,Camry 2.0E ,Xăng,2.0
